"last_name, first_name",year,home_run,k_percent,barrel_batted_rate,hard_hit_percent,lack_of_run_support,p_unearned_run
"Kaprielian, James",2022,16,17.0,8.0,36.4,False,5
"Karns, Nate",2015,19,23.3,7.0,37.3,False,2
"Kazmir, Scott",2015,20,20.3,5.2,34.3,True,14
"Kazmir, Scott",2016,21,22.7,5.3,31.0,False,2
"Keller, Brad",2018,7,16.5,4.6,31.6,False,2
"Keller, Brad",2019,15,17.2,5.9,38.6,False,3
"Keller, Brad",2020,2,16.3,3.7,39.1,False,1
"Keller, Brad",2021,18,19.6,10.9,45.0,False,9
"Keller, Brad",2022,17,16.5,6.6,41.4,False,7
"Keller, Mitch",2022,14,20.1,7.1,37.3,True,8
"Keller, Mitch",2023,25,25.5,8.6,35.6,False,6
"Kelly, Joe",2015,15,18.7,4.3,39.8,False,4
"Kelly, Merrill",2019,29,20.3,9.5,40.0,False,5
"Kelly, Merrill",2021,21,19.5,6.3,39.6,False,4
"Kelly, Merrill",2022,21,22.0,8.3,36.5,False,2
"Kelly, Merrill",2023,20,25.9,7.8,41.8,False,6
"Kendrick, Kyle",2015,33,12.7,6.2,37.6,False,2
"Kennedy, Ian",2015,31,24.4,8.3,39.8,False,15
"Kennedy, Ian",2016,33,22.5,7.7,38.7,True,1
"Kennedy, Ian",2017,34,20.0,10.9,35.8,False,7
"Kennedy, Ian",2018,20,20.3,8.9,37.1,False,4
"Kershaw, Clayton",2015,15,33.8,3.3,24.4,False,7
"Kershaw, Clayton",2016,8,31.6,4.5,27.3,False,3
"Kershaw, Clayton",2017,23,29.8,6.3,27.1,False,4
"Kershaw, Clayton",2018,17,23.9,5.4,35.4,False,6
"Kershaw, Clayton",2019,28,26.8,6.6,34.1,False,3
"Kershaw, Clayton",2020,8,28.1,8.0,34.0,False,4
"Kershaw, Clayton",2023,19,26.2,9.0,39.1,False,3
"Keuchel, Dallas",2015,17,23.7,3.3,28.0,False,4
"Keuchel, Dallas",2016,20,20.5,6.9,36.9,False,3
"Keuchel, Dallas",2017,15,21.4,5.1,32.8,False,3
"Keuchel, Dallas",2018,18,17.5,4.5,33.0,True,7
"Keuchel, Dallas",2020,2,16.3,4.0,31.3,False,1
"Keuchel, Dallas",2021,25,13.2,9.0,39.8,False,10
"Kikuchi, Yusei",2019,36,16.1,7.7,39.1,False,11
"Kikuchi, Yusei",2020,3,24.2,3.9,36.2,False,0
"Kikuchi, Yusei",2021,27,24.5,11.0,47.0,False,5
"Kikuchi, Yusei",2023,27,25.9,9.0,42.4,False,6
"Kirby, George",2022,13,24.5,8.9,38.7,False,5
"Kirby, George",2023,22,22.7,7.5,40.9,True,3
"Kluber, Corey",2015,22,27.7,5.6,32.1,True,6
"Kluber, Corey",2016,22,26.4,6.0,30.4,False,7
"Kluber, Corey",2017,21,34.1,5.3,29.2,False,5
"Kluber, Corey",2018,25,26.4,6.3,34.5,False,6
"Kluber, Corey",2022,20,20.2,6.9,34.7,False,3
"Koehler, Tom",2015,22,17.1,5.7,37.1,False,11
"Koehler, Tom",2016,22,19.0,6.7,33.4,False,8
"Kopech, Michael",2023,29,22.7,12.7,42.4,False,2
"Kremer, Dean",2022,11,17.0,7.3,39.2,True,3
"Kremer, Dean",2023,27,21.4,8.9,40.3,False,6
"Kuhl, Chad",2017,17,20.9,5.7,38.6,False,5
"Kuhl, Chad",2020,8,22.3,13.1,39.3,False,4
"Kuhl, Chad",2022,25,17.8,9.7,44.6,False,4
"Lackey, John",2015,21,19.5,5.6,32.5,True,4
"Lackey, John",2016,23,24.1,5.9,38.1,False,4
"Lackey, John",2017,36,20.4,6.8,36.2,False,6
"Lamet, Dinelson",2020,5,34.8,7.3,40.0,False,2
"Lauer, Eric",2018,15,19.8,6.0,35.2,False,7
"Lauer, Eric",2019,20,21.2,5.9,39.4,False,8
"Lauer, Eric",2022,27,23.8,8.0,38.0,False,6
"LeBlanc, Wade",2018,24,19.6,9.0,34.6,False,7
"LeBlanc, Wade",2019,28,17.3,7.8,39.0,False,3
"Leake, Mike",2015,22,15.3,5.3,35.9,True,1
"Leake, Mike",2016,20,16.5,6.2,36.8,False,9
"Leake, Mike",2017,20,16.6,5.1,36.4,True,12
"Leake, Mike",2018,23,15.2,6.7,39.6,False,8
"Leake, Mike",2019,41,15.2,8.8,42.9,False,20
"Lester, Jon",2015,16,25.0,4.4,28.4,True,7
"Lester, Jon",2016,21,24.7,4.1,29.2,False,2
"Lester, Jon",2017,26,23.6,5.4,29.5,False,14
"Lester, Jon",2018,24,19.6,6.6,35.4,False,8
"Lester, Jon",2019,26,21.6,7.4,34.7,False,16
"Lester, Jon",2020,11,15.8,12.3,38.9,False,0
"Lester, Jon",2021,25,14.5,7.7,37.2,False,10
"Lewis, Colby",2015,26,16.5,6.8,35.1,False,8
"Lindblom, Josh",2020,6,27.2,5.0,32.5,False,0
"Liriano, Francisco",2015,15,26.5,4.3,28.2,False,5
"Liriano, Francisco",2016,26,23.0,6.4,33.3,False,13
"Liriano, Francisco",2018,19,18.8,7.5,32.2,False,16
"Locke, Jeff",2015,15,17.5,3.5,30.0,False,11
"Locke, Jeff",2016,17,13.0,6.5,33.4,False,4
"Lohse, Kyle",2015,29,16.2,7.5,32.0,False,0
"Lorenzen, Michael",2015,18,16.1,5.4,36.0,False,2
"Lorenzen, Michael",2023,20,17.8,8.0,40.2,False,5
"Lucchesi, Joey",2018,23,26.5,8.7,40.5,False,4
"Lucchesi, Joey",2019,23,23.0,7.2,36.4,False,2
"Lugo, Seth",2023,19,23.2,9.6,44.2,True,4
"Luzardo, Jesús",2020,9,23.8,7.1,36.7,False,0
"Luzardo, Jesús",2023,22,28.1,9.5,40.0,True,8
"Lyles, Jordan",2019,25,24.4,8.1,41.3,False,7
"Lyles, Jordan",2020,12,13.5,7.8,42.0,False,4
"Lyles, Jordan",2021,38,19.0,9.1,41.6,False,1
"Lyles, Jordan",2022,26,18.6,10.4,38.8,False,6
"Lyles, Jordan",2023,39,16.0,9.9,35.5,False,6
"Lynch IV, Daniel",2022,21,20.3,8.8,47.7,False,4
"Lynn, Lance",2015,13,22.2,4.9,30.9,True,7
"Lynn, Lance",2017,27,19.7,5.8,27.5,False,9
"Lynn, Lance",2018,14,23.0,4.2,37.1,False,4
"Lynn, Lance",2019,21,28.1,5.9,33.8,False,4
"Lynn, Lance",2020,13,25.9,5.4,37.5,False,3
"Lynn, Lance",2021,18,27.5,5.8,36.0,False,5
"Lynn, Lance",2022,19,24.2,6.7,38.7,True,11
"Lynn, Lance",2023,44,23.6,10.4,39.3,False,10
"López, Jorge",2019,27,19.9,11.9,40.6,False,7
"López, Jorge",2021,21,20.2,9.3,43.5,False,1
"López, Pablo",2020,4,24.6,4.3,32.3,False,4
"López, Pablo",2022,21,23.6,9.0,35.1,True,3
"López, Pablo",2023,24,29.2,6.3,34.8,False,2
"López, Reynaldo",2018,25,18.9,7.3,36.1,True,6
"López, Reynaldo",2019,35,20.9,7.6,38.3,False,9
"Maeda, Kenta",2016,20,25.0,5.4,25.5,False,4
"Maeda, Kenta",2017,22,25.1,4.8,28.4,False,5
"Maeda, Kenta",2018,13,28.8,5.7,32.3,True,5
"Maeda, Kenta",2019,22,27.1,5.5,28.7,True,1
"Maeda, Kenta",2020,9,32.3,7.0,24.7,False,0
"Mahle, Tyler",2018,22,21.7,9.1,40.3,False,6
"Mahle, Tyler",2019,25,23.2,7.5,37.6,False,8
"Mahle, Tyler",2020,6,29.9,6.0,39.7,True,2
"Mahle, Tyler",2021,24,27.7,6.5,34.3,False,3
"Mahle, Tyler",2022,16,25.0,7.5,38.3,False,2
"Manaea, Sean",2016,20,20.9,6.8,38.9,True,3
"Manaea, Sean",2017,18,20.3,5.8,41.2,False,11
"Manaea, Sean",2018,21,16.5,7.9,39.7,True,3
"Manaea, Sean",2020,7,20.3,7.1,44.6,False,5
"Manaea, Sean",2021,25,25.7,8.0,41.2,True,1
"Manaea, Sean",2022,29,23.2,9.1,42.9,False,8
"Manoah, Alek",2022,16,22.9,5.4,31.5,False,6
"Martinez, Carlos",2015,13,24.4,4.6,33.6,False,5
"Martinez, Carlos",2016,15,21.5,3.8,30.5,False,2
"Martinez, Carlos",2017,27,25.3,4.8,33.3,True,10
"Martinez, Carlos",2018,5,22.5,3.9,31.5,True,7
"Martinez, Nick",2015,16,13.8,5.5,35.5,True,11
"Matz, Steven",2016,14,23.6,4.5,36.1,True,3
"Matz, Steven",2018,25,23.2,7.4,36.6,True,9
"Matz, Steven",2019,27,22.1,8.6,38.6,False,8
"Matz, Steven",2021,18,22.3,7.0,37.9,False,6
"May, Dustin",2020,9,19.6,6.7,33.7,False,2
"McClanahan, Shane",2021,14,27.3,10.7,45.7,False,2
"McClanahan, Shane",2022,19,30.3,6.4,32.6,False,5
"McCullers Jr., Lance",2015,10,24.8,6.7,32.1,True,4
"McCullers Jr., Lance",2017,8,25.8,4.6,32.8,False,5
"McCullers Jr., Lance",2018,12,26.9,8.2,35.1,False,5
"McCullers Jr., Lance",2020,5,24.7,10.3,34.9,True,5
"McCullers Jr., Lance",2021,13,27.0,5.3,40.7,False,2
"McHugh, Collin",2015,19,19.9,3.5,29.2,False,1
"McHugh, Collin",2016,25,22.3,4.7,28.3,False,3
"McKenzie, Triston",2022,25,25.6,9.8,40.6,True,2
"Means, John",2019,23,19.0,6.8,30.7,True,6
"Means, John",2021,30,22.7,10.1,37.8,True,5
"Megill, Tylor",2023,18,18.5,9.1,42.6,False,10
"Mikolas, Miles",2018,16,18.1,5.1,29.4,False,7
"Mikolas, Miles",2019,27,18.8,6.1,36.6,False,5
"Mikolas, Miles",2022,25,19.0,6.9,36.0,True,7
"Mikolas, Miles",2023,26,15.9,9.8,43.0,False,3
"Miley, Wade",2015,17,17.7,4.5,31.5,False,2
"Miley, Wade",2016,25,19.3,6.7,37.4,False,1
"Miley, Wade",2017,25,19.5,6.3,35.8,False,6
"Miley, Wade",2019,23,19.4,4.3,32.5,False,9
"Miley, Wade",2021,17,18.1,6.1,34.2,False,3
"Miller, Bobby",2023,12,23.6,6.0,37.6,False,1
"Miller, Bryce",2023,18,22.2,10.9,42.1,False,1
"Miller, Shelby",2015,13,19.9,3.6,27.7,True,13
"Mills, Alec",2020,13,18.3,9.2,39.5,False,0
"Mills, Alec",2021,16,16.8,4.9,39.3,False,8
"Milone, Tommy",2015,17,16.8,5.3,29.2,False,8
"Minor, Mike",2018,25,20.6,10.8,35.3,False,3
"Minor, Mike",2019,30,23.2,7.0,30.4,False,3
"Minor, Mike",2020,11,25.9,10.3,40.4,False,1
"Minor, Mike",2021,26,22.3,9.3,35.9,False,3
"Miranda, Aríel",2017,37,20.2,9.5,34.0,False,2
"Mize, Casey",2021,24,19.3,10.0,40.0,True,2
"Montas, Frankie",2020,10,25.3,7.8,35.3,False,2
"Montas, Frankie",2021,20,26.6,8.7,42.3,False,9
"Montas, Frankie",2022,18,23.4,8.0,34.2,True,7
"Montero, Rafael",2017,12,20.7,4.1,25.3,False,2
"Montgomery, Jordan",2017,21,22.2,6.2,31.6,True,5
"Montgomery, Jordan",2020,7,24.4,6.0,29.9,False,2
"Montgomery, Jordan",2021,19,24.5,7.4,36.5,True,6
"Montgomery, Jordan",2022,21,21.8,7.1,37.5,False,3
"Montgomery, Jordan",2023,18,21.4,7.5,37.9,True,8
"Montgomery, Mike",2017,10,18.5,3.2,28.5,True,3
"Montgomery, Mike",2018,10,16.1,3.7,38.7,True,3
"Moore, Matt",2016,25,21.2,6.4,31.4,False,3
"Moore, Matt",2017,27,18.7,9.0,40.3,False,9
"Morgan, Adam",2016,23,18.7,7.1,39.3,False,5
"Morton, Charlie",2015,13,17.1,4.3,37.2,False,8
"Morton, Charlie",2017,14,26.4,4.6,29.8,False,6
"Morton, Charlie",2018,18,28.9,5.8,31.0,False,5
"Morton, Charlie",2019,15,30.4,5.0,32.8,False,5
"Morton, Charlie",2021,16,28.6,4.9,32.5,False,8
"Morton, Charlie",2022,28,28.2,9.5,42.1,False,2
"Morton, Charlie",2023,14,25.6,7.8,39.1,True,4
"Musgrove, Joe",2019,21,21.9,6.4,38.7,False,14
"Musgrove, Joe",2021,22,27.1,7.2,38.5,True,4
"Musgrove, Joe",2022,22,24.9,6.0,32.5,False,8
"Márquez, Germán",2017,25,21.0,7.1,36.0,False,3
"Márquez, Germán",2018,24,28.2,5.6,39.1,True,8
"Márquez, Germán",2019,29,24.3,7.9,43.1,False,4
"Márquez, Germán",2020,6,21.2,4.9,40.2,True,7
"Márquez, Germán",2021,21,23.3,5.3,39.3,False,4
"Márquez, Germán",2022,30,19.3,7.1,47.2,False,9
"Nelson, Jimmy",2015,18,19.7,4.8,28.9,False,8
"Nelson, Jimmy",2016,25,17.3,5.5,35.1,False,16
"Nelson, Jimmy",2017,16,27.3,4.0,31.4,False,7
"Nelson, Ryne",2023,24,15.5,11.6,42.7,False,2
"Newcomb, Sean",2018,18,23.0,4.2,31.9,True,3
"Nicasio, Juan",2016,15,26.9,5.0,31.6,False,5
"Niese, Jonathon",2015,20,14.7,4.4,32.5,False,12
"Niese, Jonathon",2016,25,16.1,6.4,35.8,False,3
"Nola, Aaron",2017,18,26.6,5.0,31.0,True,1
"Nola, Aaron",2018,17,27.0,4.6,31.2,False,1
"Nola, Aaron",2019,27,26.9,6.8,39.5,False,4
"Nola, Aaron",2020,9,33.2,5.4,38.1,True,5
"Nola, Aaron",2021,26,29.8,7.1,37.4,False,2
"Nola, Aaron",2022,19,29.1,7.1,31.6,True,1
"Nola, Aaron",2023,32,25.5,8.3,38.5,False,9
"Nolasco, Ricky",2016,26,17.6,6.4,35.9,False,7
"Nolasco, Ricky",2017,35,18.2,8.4,40.0,False,3
"Norris, Daniel",2019,25,20.5,8.8,43.3,False,3
"Nova, Iván",2016,23,18.6,6.7,41.0,False,6
"Nova, Iván",2017,29,16.7,6.5,36.8,False,10
"Nova, Iván",2018,26,16.7,7.9,38.7,False,7
"Nova, Iván",2019,30,14.1,7.2,38.4,False,9
"Ober, Bailey",2023,22,25.3,9.6,35.7,True,3
"Odorizzi, Jake",2015,18,21.4,6.2,33.9,True,2
"Odorizzi, Jake",2016,29,21.5,8.4,35.9,False,3
"Odorizzi, Jake",2017,30,21.1,8.2,35.7,False,14
"Odorizzi, Jake",2018,20,22.8,7.4,39.0,False,7
"Odorizzi, Jake",2019,16,27.1,7.8,36.2,False,3
"Ohtani, Shohei",2021,15,29.3,7.1,39.9,False,2
"Ohtani, Shohei",2022,14,33.2,6.3,33.2,False,2
"Ohtani, Shohei",2023,18,31.5,10.1,35.0,False,4
"Otto Jr., Glenn",2022,21,18.2,8.9,38.1,False,4
"Oviedo, Johan",2023,19,20.2,7.6,40.2,False,6
"Paddack, Chris",2019,23,26.9,7.1,32.5,True,6
"Paddack, Chris",2020,14,23.7,11.0,47.4,False,2
"Paxton, James",2016,9,22.9,4.1,41.2,True,11
"Paxton, James",2017,9,28.3,2.8,31.3,False,2
"Paxton, James",2018,23,32.2,9.4,42.1,False,0
"Paxton, James",2019,23,29.4,7.4,38.5,False,7
"Peacock, Brad",2017,10,29.5,5.2,28.3,False,2
"Peavy, Jake",2016,18,19.6,9.2,36.8,False,3
"Pelfrey, Mike",2015,11,12.0,4.6,37.1,False,8
"Pelfrey, Mike",2016,15,10.4,5.5,39.3,False,9
"Pelfrey, Mike",2017,25,14.5,7.6,37.2,False,8
"Peralta, Freddy",2021,14,33.6,6.0,31.8,False,2
"Peralta, Freddy",2023,26,30.9,8.6,37.7,True,6
"Peralta, Wily",2016,19,16.8,6.7,35.9,False,4
"Perdomo, Luis",2016,23,15.9,5.8,40.6,False,6
"Perdomo, Luis",2017,17,16.5,5.0,36.4,False,12
"Peterson, David",2020,5,19.5,7.2,33.3,False,1
"Pineda, Michael",2015,21,23.4,5.7,34.2,False,5
"Pineda, Michael",2016,27,27.4,6.7,39.3,False,4
"Pineda, Michael",2019,23,23.3,7.3,37.4,False,3
"Pivetta, Nick",2017,25,24.0,7.3,37.2,False,2
"Pivetta, Nick",2018,24,27.1,7.8,34.9,False,4
"Pivetta, Nick",2021,24,26.5,8.2,40.4,False,2
"Pivetta, Nick",2022,27,22.6,9.0,45.6,False,0
"Pivetta, Nick",2023,23,31.2,11.8,43.8,True,5
"Plesac, Zach",2020,8,27.7,9.9,33.1,False,0
"Plesac, Zach",2021,23,16.7,9.4,43.4,False,5
"Plesac, Zach",2022,19,17.6,9.6,41.5,False,11
"Pomeranz, Drew",2016,22,26.5,7.3,34.4,True,2
"Pomeranz, Drew",2017,19,23.5,6.7,35.7,False,5
"Porcello, Rick",2015,25,20.2,5.6,36.5,False,9
"Porcello, Rick",2016,23,21.2,7.0,35.1,False,7
"Porcello, Rick",2017,38,20.5,8.0,35.7,False,20
"Porcello, Rick",2018,27,23.5,7.0,35.7,False,6
"Porcello, Rick",2019,31,18.6,9.6,37.7,False,7
"Porcello, Rick",2020,5,20.7,8.4,36.8,False,4
"Price, David",2015,17,25.3,4.6,30.8,False,10
"Price, David",2016,30,24.0,6.3,33.0,False,4
"Price, David",2018,25,24.5,7.0,35.7,False,5
"Pérez, Martín",2016,18,12.0,6.0,37.4,False,13
"Pérez, Martín",2017,23,14.2,5.4,32.4,False,9
"Pérez, Martín",2019,23,18.3,5.3,29.7,False,10
"Pérez, Martín",2020,8,17.6,7.6,29.2,False,2
"Pérez, Martín",2021,19,19.1,9.3,42.2,False,11
"Pérez, Martín",2022,11,20.6,4.3,34.9,False,7
"Pérez, Martín",2023,21,15.3,7.6,37.2,False,4
"Pérez, Williams",2015,13,14.2,5.5,39.9,False,4
"Quantrill, Cal",2021,16,19.6,6.8,34.5,False,7
"Quantrill, Cal",2022,21,16.6,7.5,35.7,False,8
"Quintana, Jose",2015,16,20.5,4.3,32.9,True,4
"Quintana, Jose",2016,22,21.6,4.5,34.2,True,2
"Quintana, Jose",2017,23,26.2,5.9,35.5,False,5
"Quintana, Jose",2018,25,21.4,6.1,37.6,True,3
"Quintana, Jose",2019,20,20.4,5.7,37.9,False,11
"Quintana, Jose",2022,8,20.2,5.5,35.8,True,7
"Ramírez, Erasmo",2015,16,18.9,4.9,33.7,False,5
"Ramírez, Erasmo",2017,22,20.2,7.6,35.8,False,6
"Ramírez, JC",2017,21,16.9,6.5,34.6,False,4
"Rasmussen, Drew",2022,13,21.4,6.6,39.2,False,5
"Ray, Robbie",2015,9,21.8,5.4,35.8,True,6
"Ray, Robbie",2016,24,28.1,6.9,39.3,False,10
"Ray, Robbie",2017,23,32.8,6.2,41.0,False,5
"Ray, Robbie",2018,19,31.4,8.7,41.6,False,1
"Ray, Robbie",2019,30,31.5,10.7,38.6,False,7
"Ray, Robbie",2020,13,27.1,13.1,46.0,False,2
"Ray, Robbie",2021,33,32.1,9.8,43.1,False,1
"Ray, Robbie",2022,32,27.4,7.9,39.1,True,2
"Rea, Colin",2023,23,21.3,7.7,43.3,False,2
"Richard, Clayton",2017,24,17.6,4.4,33.3,False,9
"Richard, Clayton",2018,19,15.8,6.2,40.5,False,4
"Richards, Garrett",2015,20,20.3,4.9,31.6,True,10
"Richards, Garrett",2020,7,21.6,8.8,35.1,True,0
"Richards, Garrett",2021,19,18.6,8.5,47.8,False,12
"Richards, Trevor",2018,15,23.8,6.1,36.3,False,3
"Richards, Trevor",2019,19,21.9,6.4,34.7,False,2
"Roark, Tanner",2016,17,20.1,5.4,30.3,False,6
"Roark, Tanner",2017,23,21.4,5.4,33.1,False,11
"Roark, Tanner",2018,24,19.2,6.0,33.6,False,3
"Roark, Tanner",2019,28,21.9,8.4,37.3,False,4
"Roark, Tanner",2020,14,18.6,13.0,42.9,False,3
"Rodriguez, Eduardo",2015,13,18.8,5.2,31.4,False,3
"Rodriguez, Eduardo",2017,19,25.8,7.7,31.3,False,2
"Rodriguez, Eduardo",2018,16,26.4,6.7,33.0,False,1
"Rodriguez, Eduardo",2019,24,24.8,5.9,29.4,False,2
"Rodriguez, Eduardo",2021,19,27.4,6.8,33.6,False,4
"Rodriguez, Eduardo",2023,15,23.0,7.5,38.5,False,3
"Rodriguez, Grayson",2023,16,25.0,7.3,43.7,False,3
"Rodón, Carlos",2015,11,22.9,4.9,38.0,False,5
"Rodón, Carlos",2016,23,23.5,4.5,35.0,True,8
"Rodón, Carlos",2018,15,17.6,5.1,34.3,False,5
"Rodón, Carlos",2021,13,34.6,6.6,36.2,False,4
"Rodón, Carlos",2022,12,33.4,6.5,39.8,False,2
"Rogers, Trevor",2021,6,28.5,5.0,36.7,True,7
"Romano, Sal",2018,23,16.3,8.1,34.2,False,6
"Ross, Tyson",2015,9,25.8,3.3,32.8,True,7
"Ross, Tyson",2018,17,19.2,6.1,35.2,False,4
"Rusin, Chris",2015,19,14.5,5.6,34.5,False,10
"Ryan, Joe",2022,20,25.0,8.6,35.4,False,2
"Ryan, Joe",2023,32,29.3,8.7,41.6,False,2
"Ryu, Hyun Jin",2017,22,21.4,6.9,31.6,True,5
"Ryu, Hyun Jin",2019,17,22.5,4.7,30.8,False,6
"Ryu, Hyun Jin",2020,6,26.2,3.2,29.2,False,2
"Ryu, Hyun Jin",2021,24,20.4,8.5,41.6,False,3
"Sabathia, CC",2015,28,18.9,4.1,31.1,False,4
"Sabathia, CC",2016,22,19.8,4.4,26.9,True,5
"Sabathia, CC",2017,21,19.3,4.0,28.9,False,3
"Sabathia, CC",2018,19,21.1,5.2,26.6,True,10
"Salazar, Danny",2015,23,25.8,6.4,37.5,False,8
"Salazar, Danny",2016,16,27.6,7.8,44.1,False,2
"Sale, Chris",2015,23,32.1,4.0,26.7,True,9
"Sale, Chris",2016,27,25.7,5.7,33.3,False,4
"Sale, Chris",2017,24,36.2,6.1,30.5,False,4
"Sale, Chris",2018,11,38.4,7.5,26.8,False,2
"Sale, Chris",2019,24,35.6,8.1,36.3,False,8
"Samardzija, Jeff",2015,29,17.9,5.1,31.8,False,4
"Samardzija, Jeff",2016,24,20.1,6.1,35.1,True,2
"Samardzija, Jeff",2017,30,24.2,6.3,33.8,False,5
"Samardzija, Jeff",2019,28,18.9,8.3,37.7,True,7
"Sampson, Adrian",2019,29,17.9,10.1,47.2,False,4
"Sanchez, Aaron",2016,15,20.4,6.1,39.8,False,5
"Sanchez, Aaron",2019,20,19.0,7.6,42.2,False,6
"Sandoval, Patrick",2022,8,23.7,5.7,34.0,True,8
"Sandoval, Patrick",2023,12,19.6,7.0,35.1,False,23
"Santana, Ervin",2016,19,19.9,5.9,31.7,True,10
"Santana, Ervin",2017,31,19.4,5.9,30.1,False,8
"Santiago, Héctor",2015,29,20.9,7.9,35.8,True,8
"Santiago, Héctor",2016,33,18.3,9.3,39.3,False,5
"Scherzer, Max",2015,27,30.7,5.8,29.8,True,3
"Scherzer, Max",2016,31,31.5,6.1,29.5,False,2
"Scherzer, Max",2017,22,34.4,5.6,29.5,False,6
"Scherzer, Max",2018,23,34.6,6.6,31.7,False,4
"Scherzer, Max",2019,18,35.1,6.6,35.5,False,3
"Scherzer, Max",2020,10,31.2,8.4,36.3,True,2
"Scherzer, Max",2021,23,34.1,8.0,34.3,False,4
"Scherzer, Max",2022,13,30.6,8.4,33.9,False,2
"Scherzer, Max",2023,28,28.0,8.5,36.9,False,1
"Schmidt, Clarke",2023,24,21.5,7.6,41.0,False,9
"Sears, JP",2023,34,21.9,11.1,38.4,False,3
"Senga, Kodai",2023,17,29.1,6.8,40.6,False,5
"Senzatela, Antonio",2017,18,18.1,5.4,34.5,False,2
"Senzatela, Antonio",2019,19,13.1,6.1,44.0,False,6
"Senzatela, Antonio",2020,9,13.5,5.4,38.3,False,1
"Senzatela, Antonio",2021,12,15.7,5.9,42.7,False,7
"Severino, Luis",2017,21,29.4,6.1,33.5,False,9
"Severino, Luis",2018,19,28.2,7.7,34.7,False,4
"Sheffield, Justus",2020,2,20.7,3.7,46.6,True,1
"Shields, James",2015,33,25.1,5.6,37.7,False,5
"Shields, James",2016,40,16.4,8.4,33.3,False,4
"Shields, James",2017,27,20.0,8.7,37.6,False,4
"Shields, James",2018,34,17.7,8.3,35.6,False,12
"Shoemaker, Matt",2015,24,20.4,6.0,34.5,False,3
"Shoemaker, Matt",2016,18,21.4,7.0,35.0,True,2
"Simon, Alfredo",2015,24,14.3,6.1,39.1,False,7
"Singer, Brady",2020,8,23.2,4.5,40.1,False,0
"Singer, Brady",2021,14,22.4,5.6,37.6,False,11
"Singer, Brady",2022,18,24.2,8.2,40.9,False,3
"Singer, Brady",2023,20,18.9,7.8,48.6,False,4
"Skaggs, Tyler",2018,14,24.2,6.1,38.7,True,4
"Skubal, Tarik",2021,35,25.9,13.9,45.1,False,4
"Smith, Caleb",2019,33,26.0,10.9,35.9,False,5
"Smyly, Drew",2016,32,22.6,6.7,31.0,False,8
"Smyly, Drew",2019,32,23.3,9.8,38.6,False,4
"Smyly, Drew",2021,27,21.4,10.1,39.0,False,6
"Smyly, Drew",2023,26,22.5,7.3,33.6,False,10
"Snell, Blake",2017,15,21.8,4.3,30.0,True,7
"Snell, Blake",2018,16,31.6,7.2,32.7,False,3
"Snell, Blake",2020,10,31.0,9.8,36.9,False,1
"Snell, Blake",2021,16,30.9,11.0,41.2,False,1
"Snell, Blake",2022,11,32.0,7.4,39.5,True,3
"Snell, Blake",2023,15,31.5,7.4,33.8,False,2
"Soroka, Michael",2019,14,20.3,5.1,37.5,False,4
"Sparkman, Glenn",2019,30,13.4,7.7,41.8,False,5
"Springs, Jeffrey",2022,14,26.2,5.9,37.7,False,5
"Steele, Justin",2022,8,24.6,3.9,33.7,True,11
"Steele, Justin",2023,14,24.6,5.4,36.6,False,12
"Straily, Dan",2016,31,20.5,7.5,35.0,False,0
"Straily, Dan",2017,31,22.1,6.9,29.2,False,4
"Straily, Dan",2018,20,19.1,7.5,41.4,False,6
"Strasburg, Stephen",2015,14,29.6,4.4,33.3,False,7
"Strasburg, Stephen",2016,15,30.6,6.0,33.6,False,0
"Strasburg, Stephen",2017,13,29.1,6.1,32.0,False,6
"Strasburg, Stephen",2018,18,28.7,7.3,38.9,False,5
"Strasburg, Stephen",2019,24,29.8,6.1,33.8,False,2
"Stratton, Chris",2018,19,17.9,7.0,38.8,False,5
"Strider, Spencer",2022,7,38.3,6.1,36.0,False,3
"Strider, Spencer",2023,22,36.8,8.2,36.1,False,5
"Stripling, Ross",2018,18,27.0,5.8,31.7,True,1
"Stripling, Ross",2020,13,18.2,10.6,39.1,False,5
"Stripling, Ross",2022,12,20.7,9.2,37.2,False,4
"Stroman, Marcus",2016,21,19.4,4.9,41.9,False,5
"Stroman, Marcus",2017,21,19.7,5.0,38.6,False,13
"Stroman, Marcus",2019,18,20.5,4.1,35.6,True,11
"Stroman, Marcus",2021,17,21.7,6.5,42.0,True,10
"Stroman, Marcus",2022,16,20.9,6.6,40.7,True,7
"Stroman, Marcus",2023,9,20.7,5.0,41.4,True,8
"Suárez, Andrew",2018,23,19.5,7.6,38.1,False,5
"Suárez, Ranger",2022,15,19.5,6.8,34.9,False,11
"Suárez, Ranger",2023,13,22.0,7.5,36.1,False,1
"Syndergaard, Noah",2015,19,27.5,5.0,28.0,True,6
"Syndergaard, Noah",2016,11,29.3,3.5,31.8,False,8
"Syndergaard, Noah",2018,9,24.1,2.0,26.6,False,3
"Syndergaard, Noah",2019,24,24.5,4.9,31.2,False,7
"Syndergaard, Noah",2022,14,16.8,7.8,34.0,True,3
"Sánchez, Aníbal",2015,29,20.9,6.1,31.1,False,2
"Sánchez, Aníbal",2016,30,20.2,6.1,35.2,False,8
"Sánchez, Aníbal",2018,15,24.4,5.1,26.3,True,5
"Sánchez, Aníbal",2019,22,18.8,6.6,28.3,False,6
"Sánchez, Aníbal",2020,11,17.6,9.4,37.6,False,1
"Taillon, Jameson",2017,11,21.3,4.1,31.2,False,3
