"last_name, first_name",year,home_run,k_percent,barrel_batted_rate,hard_hit_percent,lack_of_run_support,p_unearned_run
"Taillon, Jameson",2018,20,22.8,4.3,31.9,False,1
"Taillon, Jameson",2021,24,23.2,8.2,40.4,False,4
"Taillon, Jameson",2022,26,20.7,8.3,36.2,False,1
"Taillon, Jameson",2023,27,21.4,10.7,38.4,False,13
"Tanaka, Masahiro",2015,25,22.9,7.7,36.7,False,6
"Tanaka, Masahiro",2016,22,20.5,4.3,36.3,False,7
"Tanaka, Masahiro",2017,35,25.8,8.6,36.2,False,6
"Tanaka, Masahiro",2018,25,25.0,7.1,38.1,False,3
"Tanaka, Masahiro",2019,28,19.6,6.2,37.9,False,5
"Tanaka, Masahiro",2020,9,22.3,9.1,37.1,True,6
"Teheran, Julio",2015,27,20.3,5.1,36.6,False,9
"Teheran, Julio",2016,22,22.0,6.5,33.6,True,3
"Teheran, Julio",2017,31,18.6,6.4,30.5,False,9
"Teheran, Julio",2018,26,22.4,7.2,36.7,True,3
"Teheran, Julio",2019,22,21.5,6.9,35.4,True,7
"Thompson, Zach",2022,19,16.6,6.4,39.6,False,6
"Thornton, Trent",2019,24,22.0,7.4,37.0,False,4
"Tillman, Chris",2015,20,16.2,5.1,32.3,False,1
"Tillman, Chris",2016,19,19.6,7.8,35.3,False,1
"Tomlin, Josh",2016,36,16.3,7.2,32.2,False,12
"Tomlin, Josh",2017,23,18.6,7.0,36.6,False,2
"Turnbull, Spencer",2019,14,22.3,6.7,40.7,False,10
"Turnbull, Spencer",2020,2,21.1,6.3,43.8,True,0
"Ureña, José",2017,26,15.6,8.6,30.9,False,5
"Ureña, José",2018,19,18.3,6.2,36.2,True,1
"Urquidy, José",2022,29,19.7,9.4,40.8,False,2
"Urías, Julio",2020,5,20.1,5.0,28.6,False,0
"Urías, Julio",2021,19,26.2,5.3,30.3,False,6
"Urías, Julio",2022,23,24.1,6.7,30.4,False,9
"Valdez, Framber",2020,5,26.4,7.9,48.7,False,4
"Valdez, Framber",2021,12,21.9,5.8,44.4,False,5
"Valdez, Framber",2022,11,23.5,5.8,41.6,False,8
"Valdez, Framber",2023,19,24.8,8.0,45.6,True,10
"Vargas, Jason",2017,27,17.7,5.5,32.7,False,1
"Vargas, Jason",2019,21,19.1,7.9,33.8,False,9
"Velasquez, Vince",2016,21,27.6,7.9,34.0,False,4
"Velasquez, Vince",2018,16,25.6,5.2,34.8,False,4
"Velasquez, Vince",2019,26,25.2,10.2,40.1,False,5
"Ventura, Yordano",2015,14,22.5,5.3,31.9,False,1
"Ventura, Yordano",2016,23,17.6,7.8,38.4,False,4
"Verlander, Justin",2015,13,21.1,4.1,27.6,True,6
"Verlander, Justin",2016,30,28.1,7.5,32.9,False,4
"Verlander, Justin",2017,27,25.8,7.2,35.6,False,3
"Verlander, Justin",2018,28,34.8,6.2,32.7,False,3
"Verlander, Justin",2019,36,35.4,7.2,33.3,False,2
"Verlander, Justin",2022,12,27.8,6.3,34.8,False,9
"Verlander, Justin",2023,18,21.5,8.2,41.3,False,5
"Vogelsong, Ryan",2015,17,18.1,8.2,36.1,False,6
"Volquez, Edinson",2015,16,18.2,5.9,33.5,False,10
"Volquez, Edinson",2016,23,16.3,6.3,35.5,False,11
"Voth, Austin",2020,14,19.6,9.4,43.4,False,1
"Wacha, Michael",2015,19,20.1,4.8,33.4,False,6
"Wacha, Michael",2016,15,18.8,6.1,34.1,False,8
"Wacha, Michael",2017,17,22.5,5.6,30.1,False,6
"Wacha, Michael",2019,26,18.5,7.8,35.5,False,4
"Wacha, Michael",2021,23,22.9,10.5,43.0,False,3
"Wacha, Michael",2022,18,20.2,9.6,35.4,False,2
"Wacha, Michael",2023,15,22.4,7.3,35.5,False,1
"Wainwright, Adam",2016,22,19.0,5.9,30.2,False,6
"Wainwright, Adam",2017,14,17.6,4.3,33.8,False,3
"Wainwright, Adam",2019,22,20.5,6.5,39.2,False,3
"Wainwright, Adam",2020,9,20.6,6.3,36.6,False,2
"Wainwright, Adam",2021,21,21.0,6.2,35.6,False,2
"Wainwright, Adam",2022,16,17.8,6.5,36.6,True,1
"Waldichuk, Ken",2023,24,20.7,7.7,38.5,False,9
"Walker, Taijuan",2015,25,22.3,7.6,33.8,False,6
"Walker, Taijuan",2016,27,20.8,9.0,36.7,False,12
"Walker, Taijuan",2017,17,21.4,5.1,34.5,True,15
"Walker, Taijuan",2020,8,22.2,7.2,32.9,True,7
"Walker, Taijuan",2021,26,22.3,10.0,39.4,False,5
"Walker, Taijuan",2022,15,20.3,7.3,40.6,False,2
"Walker, Taijuan",2023,20,18.8,6.8,40.9,False,3
"Warren, Adam",2015,10,19.5,3.1,30.2,True,3
"Weaver, Jered",2015,24,13.5,6.2,28.5,False,2
"Weaver, Jered",2016,37,13.4,7.4,32.1,False,6
"Weaver, Luke",2018,19,19.9,6.3,35.0,False,8
"Weaver, Luke",2020,10,23.3,9.3,42.0,False,1
"Weaver, Luke",2023,29,19.4,9.8,42.0,False,2
"Webb, Logan",2020,4,18.7,5.4,40.1,False,5
"Webb, Logan",2021,9,26.5,5.6,38.8,False,3
"Webb, Logan",2022,11,20.7,5.5,39.0,False,14
"Webb, Logan",2023,20,22.8,6.9,46.0,True,5
"Wheeler, Zack",2018,14,24.1,4.8,27.1,False,2
"Wheeler, Zack",2019,22,23.6,5.3,32.4,False,7
"Wheeler, Zack",2020,3,18.4,3.8,34.0,False,3
"Wheeler, Zack",2021,16,29.1,4.6,28.5,False,6
"Wheeler, Zack",2022,13,26.9,7.7,34.5,False,4
"Wheeler, Zack",2023,20,26.9,5.1,36.4,False,5
"Williams, Jerome",2015,22,13.4,6.6,37.0,False,5
"Williams, Trevor",2017,14,18.2,5.2,29.4,False,5
"Williams, Trevor",2018,15,18.0,5.8,31.0,False,5
"Williams, Trevor",2019,27,17.8,8.3,35.6,False,6
"Williams, Trevor",2020,15,19.4,6.7,36.0,False,4
"Williams, Trevor",2023,34,16.9,10.2,38.6,False,8
"Wilson, Bryse",2022,20,15.5,7.7,43.8,False,9
"Wilson, C.J.",2015,13,19.9,5.2,41.9,True,2
"Wisler, Matt",2016,26,17.1,6.4,36.8,False,3
"Wood, Alex",2015,15,17.4,4.3,32.7,True,5
"Wood, Alex",2017,15,24.6,5.0,28.0,False,4
"Wood, Alex",2018,14,21.2,4.6,33.7,True,8
"Wood, Alex",2021,14,26.0,5.3,40.5,False,4
"Wood, Alex",2022,17,23.6,7.1,39.8,False,4
"Woodruff, Brandon",2020,9,31.1,7.2,33.9,True,1
"Woodruff, Brandon",2021,18,29.8,5.8,32.7,True,3
"Woodruff, Brandon",2022,18,30.6,7.1,37.5,False,4
"Wright, Kyle",2022,19,23.6,6.8,41.1,False,3
"Wright, Steven",2016,12,19.4,3.0,26.7,False,16
"Yarbrough, Ryan",2018,18,20.4,6.3,26.9,False,6
"Yarbrough, Ryan",2019,15,20.8,7.0,26.2,False,4
"Yarbrough, Ryan",2020,5,18.8,5.8,25.1,True,0
"Yarbrough, Ryan",2021,25,17.9,7.8,28.2,False,8
"Young, Alex",2020,11,19.1,12.7,40.7,False,2
"Zimmermann, Jordan",2015,24,19.7,4.2,32.9,True,7
"Zimmermann, Jordan",2017,29,14.4,7.7,35.4,False,3
"Zimmermann, Jordan",2018,28,20.0,9.6,38.4,False,10
"Zimmermann, Jordan",2019,19,16.3,9.5,38.4,False,3
"deGrom, Jacob",2015,16,27.3,4.0,29.6,False,5
"deGrom, Jacob",2016,15,23.7,6.4,31.8,True,3
"deGrom, Jacob",2017,28,28.9,5.9,28.8,False,8
"deGrom, Jacob",2018,10,32.2,4.1,28.9,True,7
"deGrom, Jacob",2019,19,31.7,4.8,30.8,False,4
"deGrom, Jacob",2020,7,38.8,9.6,33.6,False,3
